state_code,county_name,superfund_site_count
NC,GASTON,18
NC,GRAHAM,2
NC,GRANVILLE,3
NC,GREENE,1
NC,GUILFORD,23
NC,HALIFAX,3
NC,HARNETT,3
NC,HAYWOOD,4
NC,HENDERSON,5
NC,HERTFORD,1
NC,HOKE,2
NC,HYDE,3
NC,IREDELL,16
NC,JACKSON,1
NC,JOHNSTON,8
NC,LEE,1
NC,LENOIR,6
NC,LINCOLN,4
NC,MADISON,1
NC,MARTIN,4
NC,MCDOWELL,3
NC,MECKLENBURG,47
NC,MITCHELL,3
NC,MONTGOMERY,1
NC,MOORE,8
NC,NASH,3
NC,NEW HANOVER,16
NC,NORTHAMPTON,1
NC,ONSLOW,2
NC,ORANGE,2
NC,PASQUOTANK,3
NC,PENDER,1
NC,PERQUIMANS,1
NC,PERSON,3
NC,PITT,10
NC,RANDOLPH,10
NC,RICHMOND,6
NC,ROBESON,4
NC,ROCKINGHAM,4
NC,ROWAN,9
NC,RUTHERFORD,1
NC,SAMPSON,1
NC,STANLY,3
NC,SURRY,2
NC,TRANSYLVANIA,1
NC,UNION,7
NC,VANCE,2
NC,WAKE,23
NC,WARREN,2
NC,WASHINGTON,1
NC,WATAUGA,1
NC,WAYNE,6
NC,WILSON,4
NC,YADKIN,1
NC,YANCEY,1
ND, NOT DEFINED ,1
ND,CASS,2
ND,CAVALIER,3
ND,GRAND FORKS,2
ND,MCLEAN,1
ND,MORTON,1
ND,PEMBINA,1
ND,RAMSEY,1
ND,RICHLAND,1
ND,ROLETTE,1
ND,SIOUX,1
ND,STUTSMAN,1
ND,WALSH,1
ND,WARD,3
ND,WILLIAMS,3
NE, NOT DEFINED ,14
NE,ADAMS,6
NE,BOX BUTTE,1
NE,BUFFALO,3
NE,BUTLER,2
NE,CASS,1
NE,CHERRY,1
NE,CHEYENNE,6
NE,CLAY,6
NE,DAKOTA,3
NE,DAWSON,2
NE,DOUGLAS,16
NE,GAGE,7
NE,GARDEN,2
NE,HALL,17
NE,HAMILTON,2
NE,HOLT,1
NE,JOHNSON,1
NE,KEITH,2
NE,KIMBALL,2
NE,KNOX,3
NE,LANCASTER,11
NE,MADISON,12
NE,MERRICK,1
NE,NEMAHA,1
NE,NUCKOLLS,1
NE,PHELPS,2
NE,PIERCE,2
NE,PLATTE,10
NE,POLK,1
NE,RED WILLOW,1
NE,SALINE,1
NE,SARPY,4
NE,SAUNDERS,7
NE,SCOTTS BLUFF,3
NE,SEWARD,2
NE,THOMAS,2
NE,YORK,6
NH, NOT DEFINED ,10
NH,BELKNAP,4
NH,CARROLL,1
NH,CHESHIRE,4
NH,COOS,4
NH,GRAFTON,2
NH,HILLSBOROUGH,30
NH,MERRIMACK,1
NH,ROCKINGHAM,23
NH,STRAFFORD,8
NH,SULLIVAN,2
NJ, NOT DEFINED ,36
NJ,ATLANTIC,27
NJ,BERGEN,79
NJ,BURLINGTON,40
NJ,CAMDEN,65
NJ,CAPE MAY,11
NJ,CUMBERLAND,25
NJ,ESSEX,98
NJ,GLOUCESTER,44
NJ,HUDSON,38
NJ,HUNTERDON,25
NJ,MERCER,35
NJ,MIDDLESEX,99
NJ,MONMOUTH,31
NJ,MORRIS,64
NJ,OCEAN,32
NJ,PASSAIC,31
NJ,SALEM,10
NJ,SOMERSET,38
NJ,SUSSEX,10
NJ,UNION,35
NJ,WARREN,15
NM, NOT DEFINED ,52
NM,BERNALILLO,31
NM,CATRON,2
NM,CHAVES,6
NM,CIBOLA,16
NM,COLFAX,3
NM,CURRY,3
NM,DEBACA,1
NM,DONA ANA,23
NM,EDDY,15
NM,GRANT,6
NM,LEA,3
NM,LINCOLN,1
NM,LOS ALAMOS,1
NM,LUNA,2
NM,MCKINLEY,43
NM,OTERO,7
NM,QUAY,1
NM,RIO ARRIBA,5
NM,ROOSEVELT,1
NM,SAN JUAN,19
NM,SAN MIGUEL,3
NM,SANDOVAL,5
NM,SANTA FE,9
NM,SIERRA,2
NM,SOCORRO,10
NM,TAOS,3
NM,UNION,1
NM,VALENCIA,3
NV, NOT DEFINED ,21
NV,CARSON CITY,8
NV,CHURCHILL,3
NV,CLARK,25
NV,DOUGLAS,3
NV,ELKO,21
NV,ESMERALDA,4
NV,EUREKA,5
NV,HUMBOLDT,7
NV,LANDER,8
NV,LINCOLN,5
NV,LYON,3
NV,MINERAL,4
NV,NYE,9
NV,PERSHING,6
NV,STOREY,2
NV,WASHOE,6
NV,WHITE PINE,5
NY, NOT DEFINED ,19
NY,ALBANY,12
NY,ALLEGANY,3
NY,BRONX,2
NY,BROOME,19
NY,CATTARAUGUS,8
NY,CAYUGA,7
NY,CHAUTAUQUA,13
NY,CHEMUNG,3
NY,CHENANGO,4
NY,CLINTON,3
NY,COLUMBIA,5
NY,CORTLAND,4
NY,DELAWARE,8
NY,DUTCHESS,21
NY,ERIE,67
NY,ESSEX,2
NY,FRANKLIN,5
NY,FULTON,18
NY,GENESEE,6
NY,GREENE,4
NY,HERKIMER,18
NY,JEFFERSON,5
NY,KINGS,28
NY,LEWIS,3
NY,LIVINGSTON,2
NY,MADISON,3
NY,MONROE,29
NY,MONTGOMERY,9
NY,NASSAU,48
NY,NEW YORK,12
NY,NIAGARA,48
NY,ONEIDA,23
NY,ONONDAGA,14
NY,ONTARIO,7
NY,ORANGE,19
NY,ORLEANS,4
NY,OSWEGO,9
NY,OTSEGO,2
NY,PUTNAM,7
NY,QUEENS,15
NY,RENSSELAER,15
NY,RICHMOND,12
NY,ROCKLAND,16
NY,SARATOGA,16
NY,SCHENECTADY,11
NY,SCHOHARIE,2
NY,SENECA,5
NY,ST LAWRENCE,9
NY,STEUBEN,4
NY,SUFFOLK,66
NY,SULLIVAN,4
NY,TIOGA,4
NY,TOMPKINS,3
NY,ULSTER,12
NY,WARREN,2
NY,WASHINGTON,16
NY,WAYNE,2
NY,WESTCHESTER,15
NY,WYOMING,3
NY,YATES,2
OH, NOT DEFINED ,30
OH,ALLEN,9
OH,ASHLAND,3
OH,ASHTABULA,21
OH,ATHENS,1
OH,AUGLAIZE,1
OH,BELMONT,10
OH,BROWN,2
OH,BUTLER,11
OH,CARROLL,1
OH,CHAMPAIGN,4
OH,CLARK,15
OH,CLERMONT,4
OH,COLUMBIANA,8
OH,COSHOCTON,5
OH,CRAWFORD,1
OH,CUYAHOGA,70
OH,DARKE,4
OH,DEFIANCE,3
OH,DELAWARE,3
OH,ERIE,3
OH,FAIRFIELD,1
OH,FRANKLIN,23
OH,FULTON,3
OH,GALLIA,1
OH,GEAUGA,5
OH,GREENE,8
OH,GUERNSEY,5
OH,HAMILTON,47
OH,HANCOCK,6
OH,HARRISON,1
OH,HENRY,2
OH,HOCKING,2
OH,HURON,1
OH,JACKSON,2
OH,JEFFERSON,9
OH,LAKE,6
OH,LAWRENCE,11
OH,LICKING,12
OH,LORAIN,15
OH,LUCAS,52
OH,MAHONING,10
OH,MARION,3
OH,MEDINA,2
OH,MIAMI,10
OH,MONROE,2
OH,MONTGOMERY,44
OH,MORROW,4
OH,MUSKINGUM,7
OH,NOBLE,1
OH,OTTAWA,2
OH,PAULDING,1
OH,PERRY,9
OH,PICKAWAY,4
OH,PIKE,3
OH,PORTAGE,11
OH,PUTNAM,3
OH,RICHLAND,10
OH,SANDUSKY,10
OH,SCIOTO,4
OH,SENECA,5
OH,SHELBY,4
OH,STARK,18
OH,SUMMIT,25
OH,TRUMBULL,12
OH,TUSCARAWAS,8
OH,UNION,5
OH,VAN WERT,2
OH,WARREN,9
OH,WASHINGTON,9
OH,WAYNE,4
OH,WILLIAMS,2
OH,WOOD,4
OH,WYANDOT,2
OK, NOT DEFINED ,17
OK,ADAIR,1
OK,BECKHAM,1
OK,BRYAN,3
OK,CADDO,13
OK,CANADIAN,4
OK,CARTER,1
OK,CHEROKEE,2
OK,CLEVELAND,1
OK,COMANCHE,2
OK,CREEK,5
OK,ELLIS,1
OK,GARFIELD,4
OK,GRADY,3
OK,GRANT,1
OK,GREER,1
OK,HUGHES,1
OK,JACKSON,1
OK,JOHNSTON,1
OK,KAY,8
OK,KINGFISHER,1
OK,LE FLORE,1
OK,LINCOLN,1
OK,MARSHALL,1
OK,MAYES,6
OK,MCCLAIN,2
OK,MCINTOSH,1
OK,MURRAY,1
OK,MUSKOGEE,3
OK,NOWATA,4
OK,OKLAHOMA,23
OK,OKMULGEE,6
OK,OSAGE,1
OK,OTTAWA,8
OK,PAWNEE,3
OK,PAYNE,6
OK,PITTSBURG,2
OK,PONTOTOC,1
OK,POTTAWATOMIE,2
OK,PUSHMATAHA,1
OK,ROGERS,2
OK,SEMINOLE,2
OK,SEQUOYAH,2
OK,STEPHENS,2
OK,TULSA,14
OK,WAGONER,1
OK,WASHINGTON,6
OK,WOODS,1
OK,WOODWARD,2
OR, NOT DEFINED ,13
OR,BAKER,17
OR,BENTON,6
OR,CLACKAMAS,12
OR,CLATSOP,7
OR,COLUMBIA,8
OR,COOS,6
OR,CROOK,8
OR,DESCHUTES,1
OR,DOUGLAS,9
OR,GILLIAM,1
OR,GRANT,7
OR,HARNEY,2
OR,HOOD RIVER,2
OR,JACKSON,8
OR,JEFFERSON,2
OR,JOSEPHINE,7
OR,KLAMATH,8
OR,LAKE,8
OR,LANE,16
OR,LINCOLN,2
OR,LINN,10
OR,MALHEUR,7
OR,MARION,11
OR,MORROW,4
OR,MULTNOMAH,58
OR,POLK,7
OR,SHERMAN,2
OR,TILLAMOOK,3
OR,UMATILLA,6
OR,WALLOWA,2
OR,WASCO,5
OR,WASHINGTON,6
OR,YAMHILL,3
PA, NOT DEFINED ,32
PA,ADAMS,7
PA,ALLEGHENY,27
PA,ARMSTRONG,5
PA,BEDFORD,1
PA,BERKS,39
PA,BLAIR,4
PA,BRADFORD,1
PA,BUCKS,21
PA,BUTLER,4
PA,CARBON,4
PA,CENTRE,2
PA,CHESTER,18
PA,CLEARFIELD,2
PA,CLINTON,1
PA,COLUMBIA,2
PA,CRAWFORD,7
PA,CUMBERLAND,3
PA,DAUPHIN,2
PA,DELAWARE,15
PA,ELK,2
PA,ERIE,8
PA,FAYETTE,1
PA,FRANKLIN,2
PA,JEFFERSON,1
PA,LACKAWANNA,9
PA,LANCASTER,9
PA,LAWRENCE,2
PA,LEBANON,2
PA,LEHIGH,11
PA,LUZERNE,12
PA,LYCOMING,2
PA,MCKEAN,8
PA,MERCER,6
PA,MIFFLIN,1
PA,MONROE,6
PA,MONTGOMERY,43
PA,MONTOUR,1
PA,NORTHAMPTON,4
PA,NORTHUMBERLAND,2
PA,PHILADELPHIA,48
PA,PIKE,2
PA,SCHUYLKILL,8
PA,SNYDER,1
PA,SOMERSET,1
PA,SUSQUEHANNA,2
PA,UNION,1
PA,VENANGO,3
PA,WARREN,2
PA,WASHINGTON,5
PA,WESTMORELAND,2
PA,YORK,9
PR, NOT DEFINED ,77
PR,AGUADILLA,3
PR,ANASCO,1
PR,ARECIBO,10
PR,BARCELONETA,4
PR,BAYAMON,8
PR,CABO ROJO,14
PR,CAGUAS,11
PR,CAMUY,1
PR,CANOVANAS,3
PR,CAROLINA,8
PR,CATANO,5
PR,CAYEY,19
PR,CEIBA,1
PR,CIALES,2
PR,CIDRA,14
PR,COMERIO,1
PR,COROZAL,1
PR,CULEBRA,1
PR,DORADO,4
PR,GUANICA,1
PR,GUAYAMA,2
PR,GUAYANILLA,1
PR,GUAYNABO,4
PR,GURABO,2
PR,HORMIGUEROS,1
PR,HUMACAO,1
PR,JAYUYA,2
PR,JUANA DIAZ,3
PR,JUNCOS,2
PR,LOIZA,1
PR,LUQUILLO,1
PR,MANATI,3
PR,MAUNABO,8
PR,MAYAGUEZ,3
PR,MOCA,1
PR,PATILLAS,1
PR,PENUELAS,5
PR,PONCE,6
PR,RIO GRANDE,1
PR,SABANA GRANDE,1
PR,SALINAS,1
PR,SAN GERMAN,4
PR,SAN JUAN,28
PR,SANTA ISABEL,1
PR,TOA ALTA,2
PR,TOA BAJA,2
PR,VEGA ALTA,4
PR,VEGA BAJA,3
PR,VIEQUES,5
PR,YABUCOA,2
PR,YAUCO,2
PW, NOT DEFINED ,3
RI, NOT DEFINED ,11
RI,BRISTOL,4
RI,KENT,13
RI,NEWPORT,25
RI,PROVIDENCE,54
RI,WASHINGTON,36
SC, NOT DEFINED ,20
SC,ABBEVILLE,1
SC,AIKEN,11
SC,ALLENDALE,5
SC,ANDERSON,14
SC,BAMBERG,1
SC,BARNWELL,7
SC,BEAUFORT,10
SC,BERKELEY,2
SC,CALHOUN,1
SC,CHARLESTON,42
SC,CHEROKEE,5
SC,CHESTER,7
SC,CHESTERFIELD,5
SC,CLARENDON,1
SC,COLLETON,1
SC,DARLINGTON,3
SC,DILLON,3
SC,DORCHESTER,3
SC,EDGEFIELD,1
SC,FAIRFIELD,1
SC,FLORENCE,2
SC,GEORGETOWN,2
SC,GREENVILLE,33
SC,GREENWOOD,3
SC,HAMPTON,2
SC,HORRY,6
SC,JASPER,1
SC,KERSHAW,1
SC,LANCASTER,1
SC,LAURENS,7
SC,LEE,3
SC,LEXINGTON,15
SC,MARION,2
SC,MARLBORO,7
SC,MCCORMICK,1
SC,NEWBERRY,3
SC,OCONEE,1
SC,ORANGEBURG,5
SC,PICKENS,3
SC,RICHLAND,19
SC,SPARTANBURG,19
SC,SUMTER,3
SC,WILLIAMSBURG,3
SC,YORK,9
SD, NOT DEFINED ,1
SD,BON HOMME,1
SD,BROWN,1
SD,BUFFALO,1
SD,CHARLES MIX,3
SD,CODINGTON,1
SD,CORSON,1
SD,CUSTER,3
SD,DEWEY,3
SD,FALL RIVER,5
SD,HARDING,2
SD,HUGHES,2
SD,LAKE,1
SD,LAWRENCE,6
SD,MARSHALL,1
SD,MEADE,1
SD,MINNEHAHA,6
SD,PENNINGTON,3
SD,ROBERTS,1
SD,SHANNON,1
SD,TODD,1
SD,YANKTON,3
TN, NOT DEFINED ,24
TN,ANDERSON,6
TN,BEDFORD,3
TN,BENTON,4
TN,BLOUNT,4
TN,BRADLEY,3
TN,CAMPBELL,2
TN,CANNON,1
TN,CARROLL,3
TN,CARTER,5
TN,CHEATHAM,1
TN,CLAIBORNE,1
TN,CLAY,1
TN,COCKE,4
TN,COFFEE,3
TN,CROCKETT,3
TN,CUMBERLAND,1
TN,DAVIDSON,12
TN,DECATUR,2
TN,DEKALB,1
TN,DICKSON,3
TN,DYER,1
TN,FAYETTE,6
TN,GIBSON,7
TN,GILES,3
TN,GREENE,4
TN,HAMBLEN,6
TN,HAMILTON,35
TN,HARDEMAN,2
TN,HARDIN,5
TN,HAWKINS,5
TN,HAYWOOD,1
TN,HENDERSON,1
TN,HENRY,4
TN,HICKMAN,1
TN,HUMPHREYS,3
TN,JACKSON,2
TN,JEFFERSON,5
TN,KNOX,16
TN,LAKE,1
TN,LAUDERDALE,3
TN,LAWRENCE,3
TN,LINCOLN,1
TN,LOUDON,7
TN,MADISON,11
TN,MARION,2
TN,MARSHALL,5
TN,MAURY,5
TN,MCMINN,6
TN,MCNAIRY,2
TN,MONROE,2
TN,MONTGOMERY,1
TN,MORGAN,1
TN,OBION,3
TN,OVERTON,1
TN,PERRY,2
TN,POLK,8
TN,RHEA,6
TN,ROANE,8
TN,ROBERTSON,1
TN,RUTHERFORD,6
TN,SCOTT,5
TN,SEQUATCHIE,1
TN,SEVIER,1
TN,SHELBY,73
TN,SMITH,1
TN,STEWART,2
TN,SULLIVAN,10
TN,SUMNER,4
TN,TIPTON,2
TN,UNICOI,3
TN,WARREN,1
TN,WASHINGTON,1
TN,WAYNE,3
TN,WILLIAMSON,3
TN,WILSON,3
TX, NOT DEFINED ,68
TX,ANDERSON,1
TX,ANGELINA,1
TX,AUSTIN,2
TX,BASTROP,2
TX,BEE,1
TX,BELL,3
TX,BEXAR,25
TX,BORDEN,1
TX,BOSQUE,1
TX,BOWIE,4
TX,BRAZORIA,9
TX,BRAZOS,1
TX,BREWSTER,4
TX,BURNET,2
TX,CALDWELL,1
TX,CALHOUN,2
TX,CAMERON,4
TX,CARSON,1
TX,CHAMBERS,2
TX,CLAY,1
TX,COLLIN,9
TX,COLORADO,1
TX,COMAL,1
TX,COOKE,1
TX,CORYELL,1
TX,CROCKETT,1
TX,DALLAS,54
TX,DENTON,8
TX,EASTLAND,3
TX,ECTOR,14
TX,EL PASO,6
TX,ELLIS,7
TX,FANNIN,1
TX,FORT BEND,1
TX,FREESTONE,1
TX,GALVESTON,8
TX,GRAYSON,4
TX,GREGG,1
TX,GRIMES,1
TX,HALE,1
TX,HARRIS,84
TX,HARRISON,4
TX,HAYS,1
TX,HENDERSON,4
TX,HIDALGO,5
TX,HOCKLEY,3
TX,HOOD,1
TX,HOUSTON,1
TX,HOWARD,2
TX,HUNT,3
TX,HUTCHINSON,1
TX,JASPER,2
TX,JEFFERSON,16
TX,JOHNSON,3
TX,JONES,1
TX,KARNES,1
TX,KAUFMAN,7
TX,KERR,2
TX,KINNEY,1
TX,KLEBERG,1
TX,LAMPASAS,1
TX,LAVACA,1
TX,LEON,1
TX,LIBERTY,2
TX,LIVE OAK,1
TX,LLANO,1
TX,LUBBOCK,2
TX,MADISON,2
TX,MAVERICK,1
TX,MCLENNAN,2
TX,MEDINA,2
TX,MIDLAND,4
TX,MONTAGUE,1
TX,MONTGOMERY,4
TX,MOORE,1
TX,NACOGDOCHES,2
TX,NUECES,13
TX,OCHILTREE,1
TX,ORANGE,4
TX,PALO PINTO,4
TX,PARKER,3
TX,POTTER,3
TX,PRESIDIO,1
TX,RAINS,2
TX,REEVES,2
TX,ROCKWALL,1
TX,SAN PATRICIO,2
TX,SMITH,3
TX,SWISHER,1
TX,TARRANT,31
TX,TAYLOR,3
TX,TERRY,2
TX,TITUS,1
TX,TOM GREEN,2
TX,TRAVIS,2
TX,UPSHUR,2
TX,UPTON,1
TX,UVALDE,1
TX,VAL VERDE,1
TX,VAN ZANDT,1
TX,VICTORIA,1
TX,WALLER,1
TX,WASHINGTON,2
TX,WEBB,1
TX,WICHITA,3
TX,WINKLER,2
TX,WISE,2
TX,WOOD,2
TX,ZAVALA,1
UM,BAKER ISLAND,1
UM,JOHNSTON ISLAND,1
UM,MIDWAY ISLANDS,1
UM,WAKE ISLAND,1
UT, NOT DEFINED ,18
UT,BEAVER,1
UT,BOX ELDER,4
UT,CACHE,1
UT,DAGGETT,1
UT,DAVIS,15
UT,DUCHESNE,1
UT,EMERY,2
UT,GARFIELD,2
UT,GRAND,1
UT,IRON,4
UT,JUAB,4
UT,KANE,1
UT,PIUTE,2
UT,SALT LAKE,65
UT,SAN JUAN,14
UT,SANPETE,1
UT,SUMMIT,8
UT,TOOELE,37
UT,UINTAH,3
UT,UTAH,9
UT,WASATCH,1
UT,WASHINGTON,6
UT,WAYNE,1
UT,WEBER,8
VA, NOT DEFINED ,20
VA,ACCOMACK,2
VA,ALBEMARLE,3
VA,ALEXANDRIA CITY,4
VA,ALLEGHANY,1
VA,ARLINGTON,8
VA,AUGUSTA,2
VA,BOTETOURT,1
VA,BRISTOL CITY,2
VA,BRUNSWICK,1
VA,BUCKINGHAM,2
VA,CAROLINE,1
VA,CARROLL,1
VA,CHESAPEAKE CITY,9
VA,CHESTERFIELD,7
VA,CULPEPER,2
VA,DANVILLE CITY,1
VA,ESSEX,1
VA,FAIRFAX,8
VA,FAUQUIER,2
VA,FRANKLIN,1
VA,FREDERICK,2
VA,GRAYSON,1
VA,GREENSVILLE,1
VA,HALIFAX,3
VA,HAMPTON CITY,2
VA,HANOVER,4
VA,HENRICO,6
VA,HENRY,2
VA,ISLE OF WIGHT,1
VA,KING GEORGE,1
VA,KING WILLIAM,1
VA,LOUDOUN,1
VA,LUNENBURG,1
VA,MANASSAS CITY,1
VA,MECKLENBURG,1
VA,MONTGOMERY,1
VA,NELSON,1
VA,NEW KENT,1
VA,NEWPORT NEWS CITY,1
VA,NORFOLK CITY,4
VA,NORTHAMPTON,2
VA,NOTTOWAY,1
VA,ORANGE,1
VA,PAGE,1
VA,PETERSBURG CITY,1
VA,PITTSYLVANIA,4
VA,POQUOSON CITY,1
VA,PORTSMOUTH CITY,8
VA,PRINCE GEORGE,1
VA,PRINCE WILLIAM,3
VA,PULASKI,4
VA,RICHMOND CITY,1
VA,ROANOKE,2
VA,ROANOKE CITY,1
VA,ROCKBRIDGE,1
VA,ROCKINGHAM,1
VA,SHENANDOAH,1
VA,SMYTH,8
VA,SOUTHAMPTON,1
VA,SPOTSYLVANIA,1
VA,STAFFORD,1
VA,SUFFOLK CITY,4
VA,SUSSEX,1
VA,TAZEWELL,1
VA,VIRGINIA BEACH CITY,6
VA,WARREN,3
VA,WESTMORELAND,1
VA,WILLIAMSBURG CITY,1
VA,WINCHESTER CITY,1
VA,WISE,3
VA,WYTHE,1
VA,YORK,5
VI, NOT DEFINED ,4
VI,ST CROIX,22
VI,ST JOHN,3
VI,ST THOMAS,11
VT, NOT DEFINED ,3
VT,BENNINGTON,10
VT,CALEDONIA,4
VT,CHITTENDEN,10
VT,LAMOILLE,1
VT,ORANGE,6
VT,RUTLAND,1
VT,WINDHAM,5
VT,WINDSOR,2
WA, NOT DEFINED ,18
WA,ADAMS,1
WA,BENTON,10
WA,CHELAN,4
WA,CLALLAM,9
WA,CLARK,13
WA,COWLITZ,2
WA,DOUGLAS,2
WA,FERRY,6
WA,FRANKLIN,4
WA,GRANT,7
WA,GRAYS HARBOR,4
WA,ISLAND,4
WA,JEFFERSON,3
WA,KING,38
WA,KITSAP,17
WA,KITTITAS,1
WA,KLICKITAT,1
WA,LEWIS,7
WA,LINCOLN,3
WA,MASON,1
WA,OKANOGAN,19
WA,PACIFIC,3
WA,PEND OREILLE,3
WA,PIERCE,71
WA,SKAGIT,5
WA,SKAMANIA,3
WA,SNOHOMISH,12
WA,SPOKANE,20
WA,STEVENS,14
WA,THURSTON,4
WA,WALLA WALLA,4
WA,WHATCOM,11
WA,WHITMAN,1
WA,YAKIMA,15
WI, NOT DEFINED ,16
WI,ADAMS,2
WI,ASHLAND,4
WI,BAYFIELD,4
WI,BROWN,11
WI,BUFFALO,1
WI,BURNETT,1
WI,CALUMET,6
WI,CHIPPEWA,3
WI,CLARK,1
WI,COLUMBIA,1
WI,CRAWFORD,1
WI,DANE,15
WI,DODGE,7
WI,DOOR,1
WI,DOUGLAS,3
WI,EAU CLAIRE,2
WI,FLORENCE,2
WI,FOND DU LAC,7
WI,FOREST,7
WI,GREEN LAKE,1
WI,JEFFERSON,9
WI,JUNEAU,3
WI,KENOSHA,8
WI,KEWAUNEE,2
WI,LA CROSSE,5
WI,LAFAYETTE,1
WI,LANGLADE,1
WI,LINCOLN,1
WI,MANITOWOC,9
WI,MARATHON,9
WI,MARINETTE,5
WI,MARQUETTE,1
WI,MENOMINEE,1
WI,MILWAUKEE,49
WI,MONROE,5
WI,OCONTO,7
WI,ONEIDA,6
WI,OUTAGAMIE,10
WI,OZAUKEE,9
WI,PEPIN,1
WI,PIERCE,2
WI,POLK,1
WI,PORTAGE,1
WI,RACINE,2
WI,ROCK,5
WI,RUSK,2
WI,SAUK,5
WI,SAWYER,2
WI,SHAWANO,1
WI,SHEBOYGAN,4
WI,ST CROIX,4
WI,TAYLOR,3
WI,VILAS,4
WI,WALWORTH,5
WI,WASHINGTON,6
WI,WAUKESHA,17
WI,WAUPACA,4
WI,WINNEBAGO,11
WI,WOOD,3
WV, NOT DEFINED ,9
WV,BARBOUR,1
WV,BERKELEY,3
WV,BRAXTON,1
WV,BROOKE,3
WV,CABELL,6
WV,FAYETTE,4
WV,HANCOCK,6
WV,HARRISON,2
WV,JACKSON,1
WV,JEFFERSON,6
WV,KANAWHA,16
WV,MARION,4
WV,MARSHALL,3
WV,MASON,7
WV,MCDOWELL,1
WV,MERCER,4
WV,MINERAL,2
WV,MINGO,2
WV,MONONGALIA,5
WV,MONROE,1
WV,NICHOLAS,2
WV,OHIO,1
WV,PENDLETON,2
WV,PLEASANTS,1
WV,PRESTON,1
WV,PUTNAM,12
WV,RALEIGH,2
WV,RITCHIE,4
WV,WAYNE,1
WV,WEBSTER,1
WV,WETZEL,1
WV,WOOD,3
WV,WYOMING,1
WY, NOT DEFINED ,3
WY,ALBANY,4
WY,BIG HORN,3
WY,CAMPBELL,2
WY,CARBON,4
WY,CONVERSE,2
WY,CROOK,4
WY,FREMONT,6
WY,HOT SPRINGS,1
WY,JOHNSON,1
WY,LARAMIE,13
WY,LINCOLN,3
WY,NATRONA,4
WY,PARK,3
WY,PLATTE,3
WY,SHERIDAN,2
WY,SUBLETTE,3
WY,SWEETWATER,2
WY,WASHAKIE,2
