county_fips,name,population,median_income,median_age,median_home_value,pct_poverty,pct_black,pct_hispanic,pct_renter
17175,"Stark County, Illinois",5395,58125,44.8,95900,12.48,1.11,2.3,24.03
17177,"Stephenson County, Illinois",44482,57527,45.6,122000,13.34,8.68,4.58,30.45
17179,"Tazewell County, Illinois",131276,74606,41.6,159100,8.71,1.17,2.58,22.72
17181,"Union County, Illinois",17122,54090,44.7,129300,20.1,1.48,5.3,21.54
17183,"Vermilion County, Illinois",74113,52787,40.8,91000,17.45,14.52,5.44,30.51
17185,"Wabash County, Illinois",11321,54074,43.8,94100,13.34,0.96,3.05,23.23
17187,"Warren County, Illinois",16760,62700,40.1,98200,14.9,3.81,10.34,23.52
17189,"Washington County, Illinois",13781,75111,44.0,147100,7.98,0.78,1.54,17.57
17191,"Wayne County, Illinois",16127,53522,42.9,107900,13.94,0.79,1.72,21.36
17193,"White County, Illinois",13834,54605,44.7,101000,15.32,0.77,1.48,23.57
17195,"Whiteside County, Illinois",55569,62828,43.5,122200,11.65,1.15,12.72,25.57
17197,"Will County, Illinois",696774,103678,38.7,283600,6.65,11.54,18.61,17.77
17199,"Williamson County, Illinois",67120,60325,41.2,139500,13.2,3.3,2.86,29.05
17201,"Winnebago County, Illinois",284591,61738,39.5,146800,16.08,13.39,14.07,34.35
17203,"Woodford County, Illinois",38414,80093,40.1,186100,7.46,0.64,1.93,17.7
18001,"Adams County, Indiana",35827,61731,33.4,164500,11.46,0.59,4.67,17.79
18003,"Allen County, Indiana",385456,66222,36.1,173600,12.03,11.23,8.0,30.52
18005,"Bartholomew County, Indiana",82371,76912,38.0,197500,11.51,1.62,7.91,29.85
18007,"Benton County, Indiana",8709,58620,40.4,122600,14.17,1.19,5.92,21.65
18009,"Blackford County, Indiana",12074,51108,44.0,90200,17.02,1.03,1.17,24.34
18011,"Boone County, Indiana",71235,103038,38.3,320000,5.76,2.16,3.49,20.07
18013,"Brown County, Indiana",15513,73933,50.7,227600,8.17,0.59,2.09,14.39
18015,"Carroll County, Indiana",20397,61464,43.1,152900,7.28,0.7,4.7,20.56
18017,"Cass County, Indiana",37820,55862,41.3,110600,13.88,1.31,16.85,25.26
18019,"Clark County, Indiana",121484,69005,39.6,195100,9.7,7.1,5.86,25.5
18021,"Clay County, Indiana",26396,68364,41.1,130000,10.92,0.38,1.76,22.39
18023,"Clinton County, Indiana",33020,59515,36.7,140100,8.95,0.76,16.99,27.31
18025,"Crawford County, Indiana",10511,46706,44.6,105500,21.95,0.78,0.75,20.62
18027,"Daviess County, Indiana",33337,64113,34.9,174000,9.64,1.59,5.69,29.68
18029,"Dearborn County, Indiana",50709,80352,42.3,210800,8.46,0.56,1.47,16.84
18031,"Decatur County, Indiana",26432,71566,39.7,174400,9.56,0.22,2.28,26.36
18033,"DeKalb County, Indiana",43312,68110,38.1,157700,9.98,0.24,3.07,18.48
18035,"Delaware County, Indiana",112156,53377,35.6,120500,20.63,6.24,2.68,34.42
18037,"Dubois County, Indiana",43584,68945,40.0,187000,9.65,1.6,8.68,22.53
18039,"Elkhart County, Indiana",206841,63978,35.6,181800,12.01,4.96,17.25,28.76
18041,"Fayette County, Indiana",23391,52219,43.0,99100,16.37,1.19,1.45,30.49
18043,"Floyd County, Indiana",80191,75686,39.8,214800,9.37,5.05,3.74,25.63
18045,"Fountain County, Indiana",16468,60559,43.1,123400,12.06,0.29,2.82,25.78
18047,"Franklin County, Indiana",22850,75985,41.8,200700,7.35,0.09,1.29,18.63
18049,"Fulton County, Indiana",20420,62644,40.9,143400,14.79,1.18,5.49,22.02
18051,"Gibson County, Indiana",33006,64153,40.4,159700,9.97,1.79,1.97,23.94
18053,"Grant County, Indiana",66560,53033,40.1,109300,19.06,6.82,4.73,27.97
18055,"Greene County, Indiana",30900,57771,43.0,116400,13.97,0.6,1.92,24.57
18057,"Hamilton County, Indiana",349527,114866,37.8,350900,4.23,4.08,4.48,23.69
18059,"Hancock County, Indiana",80170,85262,39.6,235500,4.91,2.71,2.9,19.58
18061,"Harrison County, Indiana",39684,71302,42.5,202900,7.6,0.74,2.13,16.78
18063,"Hendricks County, Indiana",175639,95261,38.4,257700,5.22,8.1,4.53,22.37
18065,"Henry County, Indiana",48913,57632,42.2,124900,13.72,2.43,2.08,24.7
18067,"Howard County, Indiana",83452,62014,41.2,143100,12.09,7.85,3.78,28.33
18069,"Huntington County, Indiana",36699,59894,41.4,134000,11.12,0.94,2.76,24.42
18071,"Jackson County, Indiana",46212,65609,39.5,161300,12.45,1.09,8.2,26.88
18073,"Jasper County, Indiana",33045,77777,41.4,190700,7.5,1.01,6.5,18.87
18075,"Jay County, Indiana",20451,52231,39.6,101500,13.51,0.29,3.43,23.41
18077,"Jefferson County, Indiana",33057,57801,41.0,168100,12.86,2.1,3.06,30.04
18079,"Jennings County, Indiana",27610,66892,39.6,133200,13.92,0.79,2.93,19.04
18081,"Johnson County, Indiana",161952,82730,37.9,240700,7.49,2.6,3.85,25.99
18083,"Knox County, Indiana",36148,58173,38.9,122100,13.21,2.3,2.56,34.5
18085,"Kosciusko County, Indiana",80442,70945,39.0,183300,8.91,0.74,8.44,23.86
18087,"LaGrange County, Indiana",40364,81658,31.9,230300,5.66,0.17,4.35,17.02
18089,"Lake County, Indiana",497682,66375,39.3,195100,14.72,23.3,20.18,29.08
18091,"LaPorte County, Indiana",112215,66854,40.5,166200,14.72,10.69,7.19,25.87
18093,"Lawrence County, Indiana",45113,64210,43.5,146700,10.71,0.33,1.8,20.66
18095,"Madison County, Indiana",130545,60060,40.7,135100,14.14,7.97,4.64,29.83
18097,"Marion County, Indiana",971737,59504,34.4,184100,15.36,28.2,11.11,44.54
18099,"Marshall County, Indiana",46208,66016,39.9,170800,10.83,0.76,10.7,23.51
18101,"Martin County, Indiana",9863,65489,42.0,142400,14.14,0.2,1.31,21.25
18103,"Miami County, Indiana",35952,59551,41.1,112800,15.75,4.16,3.68,24.54
18105,"Monroe County, Indiana",140065,60308,30.8,240600,20.69,3.64,3.77,44.72
18107,"Montgomery County, Indiana",38018,62937,40.4,156400,12.72,0.82,5.16,24.7
18109,"Morgan County, Indiana",71757,79134,41.5,200600,8.5,0.47,1.84,17.56
18111,"Newton County, Indiana",13829,63673,42.7,147900,12.65,1.14,7.35,17.5
18113,"Noble County, Indiana",47431,70286,39.4,168100,7.25,0.36,10.7,23.42
18115,"Ohio County, Indiana",5974,66333,47.2,189600,10.02,0.3,0.0,22.57
18117,"Orange County, Indiana",19768,60775,42.6,125100,14.7,1.63,1.79,22.24
18119,"Owen County, Indiana",21361,57947,44.9,151400,12.3,0.49,1.34,20.28
18121,"Parke County, Indiana",16327,63393,42.5,121500,15.55,1.88,0.96,18.25
18123,"Perry County, Indiana",19186,58936,41.1,136700,12.11,3.18,1.53,24.84
18125,"Pike County, Indiana",12227,64182,43.9,127000,10.98,0.57,2.28,14.37
18127,"Porter County, Indiana",173355,82915,40.1,242300,9.31,4.09,10.76,23.0
18129,"Posey County, Indiana",25226,75594,43.0,200900,10.01,1.27,1.3,19.29
18131,"Pulaski County, Indiana",12498,56823,41.9,131500,12.76,0.19,3.38,23.25
18133,"Putnam County, Indiana",36942,70609,38.4,175600,8.91,2.66,2.07,26.05
18135,"Randolph County, Indiana",24586,59674,42.8,97600,13.04,0.21,4.03,23.68
18137,"Ripley County, Indiana",28990,70285,40.8,188400,9.62,0.33,1.84,22.83
18139,"Rush County, Indiana",16716,62386,42.5,147200,11.71,0.57,1.81,28.81
18141,"St. Joseph County, Indiana",272388,61877,36.7,165700,14.42,12.88,9.53,31.86
18143,"Scott County, Indiana",24403,49343,41.3,137200,15.77,0.15,2.52,30.03
18145,"Shelby County, Indiana",44940,66449,40.5,170000,12.94,1.39,4.86,27.38
18147,"Spencer County, Indiana",19935,66168,44.3,168200,7.21,0.65,3.19,19.94
18149,"Starke County, Indiana",23308,59916,41.7,145600,13.58,0.17,4.45,16.09
18151,"Steuben County, Indiana",34507,68837,43.5,187500,9.31,0.31,4.0,20.1
18153,"Sullivan County, Indiana",20791,54556,40.9,115200,12.17,3.63,1.8,24.08
18155,"Switzerland County, Indiana",9896,66525,40.8,162000,16.61,0.3,2.09,20.62
18157,"Tippecanoe County, Indiana",186955,55728,28.4,199300,19.15,6.0,8.92,47.06
18159,"Tipton County, Indiana",15328,71947,44.4,150700,12.07,0.52,3.06,19.19
18161,"Union County, Indiana",7041,68514,44.5,149500,6.04,0.61,2.27,20.84
18163,"Vanderburgh County, Indiana",179900,58839,38.9,162800,14.26,9.76,3.02,35.22
18165,"Vermillion County, Indiana",15488,59567,42.4,99400,14.87,0.45,1.56,23.01
18167,"Vigo County, Indiana",106355,52789,36.4,130300,19.95,6.92,2.82,36.91
18169,"Wabash County, Indiana",31032,66194,42.8,135800,10.97,1.13,2.78,20.57
18171,"Warren County, Indiana",8454,72833,43.7,151400,12.55,0.09,2.25,19.44
18173,"Warrick County, Indiana",64065,91105,41.7,215600,6.06,2.06,2.11,17.75
18175,"Washington County, Indiana",28133,60695,40.9,158200,13.11,0.19,1.41,18.8
18177,"Wayne County, Indiana",66522,54854,40.9,119400,16.05,4.34,3.33,31.61
18179,"Wells County, Indiana",28167,68074,40.6,161300,6.37,1.13,3.34,22.71
18181,"White County, Indiana",24630,65345,42.6,153200,8.69,0.49,9.06,21.5
18183,"Whitley County, Indiana",34259,73636,41.6,189800,9.14,0.31,2.38,18.76
19001,"Adair County, Iowa",7479,63172,43.0,131600,10.08,0.64,2.62,29.34
19003,"Adams County, Iowa",3680,64750,46.3,109400,9.47,0.3,1.96,19.11
19005,"Allamakee County, Iowa",14046,64049,43.1,156900,11.62,1.72,7.45,19.97
19007,"Appanoose County, Iowa",12279,50684,45.0,113900,17.35,0.41,2.37,30.71
19009,"Audubon County, Iowa",5651,54973,48.2,99900,11.84,0.3,2.19,21.85
19011,"Benton County, Iowa",25652,79444,43.0,189000,8.3,0.42,1.72,16.24
19013,"Black Hawk County, Iowa",131041,62329,35.5,172500,15.7,9.77,4.74,34.71
19015,"Boone County, Iowa",26700,75759,42.0,171600,7.47,1.3,2.8,20.35
19017,"Bremer County, Iowa",25012,84727,38.9,202600,6.56,1.31,1.86,16.44
19019,"Buchanan County, Iowa",20631,73493,39.5,166200,8.63,0.78,1.85,19.35
19021,"Buena Vista County, Iowa",20687,62662,35.6,138100,7.08,2.93,26.94,29.95
19023,"Butler County, Iowa",14376,65743,43.6,146300,11.83,0.51,1.63,19.66
19025,"Calhoun County, Iowa",9893,65614,42.4,104900,9.04,1.15,2.18,21.29
19027,"Carroll County, Iowa",20728,68041,42.4,162000,7.8,1.17,3.01,23.91
19029,"Cass County, Iowa",13116,60815,44.8,127400,15.34,0.75,3.06,27.08
19031,"Cedar County, Iowa",18479,76959,43.3,180700,7.83,0.49,2.41,19.39
19033,"Cerro Gordo County, Iowa",42979,63149,44.3,145200,9.33,1.83,5.37,28.38
19035,"Cherokee County, Iowa",11601,63638,44.8,145300,13.34,1.4,4.55,25.92
19037,"Chickasaw County, Iowa",11957,72734,44.0,151700,6.31,0.78,3.04,18.27
19039,"Clarke County, Iowa",9737,63120,39.3,127200,16.92,0.04,16.51,27.56
19041,"Clay County, Iowa",16423,61756,41.5,151400,11.45,0.57,4.17,27.29
19043,"Clayton County, Iowa",17123,60441,46.9,149500,13.02,0.39,2.2,24.7
19045,"Clinton County, Iowa",46488,61080,42.5,144900,12.41,3.02,3.42,26.69
19047,"Crawford County, Iowa",16450,61188,37.3,118400,16.98,2.41,29.61,26.28
19049,"Dallas County, Iowa",100367,99533,35.6,314900,5.67,2.3,6.39,29.6
19051,"Davis County, Iowa",9093,77176,36.3,140300,9.41,0.0,1.7,15.1
19053,"Decatur County, Iowa",7684,56068,36.6,97000,14.49,1.26,3.33,32.8
19055,"Delaware County, Iowa",17523,75896,43.5,154600,6.64,0.01,1.61,17.39
19057,"Des Moines County, Iowa",38824,58084,42.1,135300,14.64,5.26,3.77,30.05
19059,"Dickinson County, Iowa",17692,72446,47.9,236100,6.22,0.12,2.57,21.56
19061,"Dubuque County, Iowa",98812,73495,38.7,210300,9.95,3.0,2.76,26.69
19063,"Emmet County, Iowa",9349,64461,44.8,102700,12.7,3.64,9.86,22.37
19065,"Fayette County, Iowa",19519,56043,43.4,123000,11.83,0.84,2.93,23.8
19067,"Floyd County, Iowa",15601,62356,44.0,128800,10.87,0.94,4.12,23.64
19069,"Franklin County, Iowa",10015,62214,42.8,108200,13.75,0.53,13.61,27.35
19071,"Fremont County, Iowa",6639,69375,46.2,140400,7.54,0.72,3.1,21.93
19073,"Greene County, Iowa",8801,56884,44.6,119100,11.53,0.5,3.22,24.58
19075,"Grundy County, Iowa",12351,80701,41.6,166300,5.94,0.84,1.77,16.73
19077,"Guthrie County, Iowa",10619,75795,45.9,153100,10.12,0.47,2.9,16.31
19079,"Hamilton County, Iowa",14979,66685,41.9,116000,7.78,1.38,6.66,28.58
19081,"Hancock County, Iowa",10790,67865,44.4,116000,9.91,0.82,5.2,18.64
19083,"Hardin County, Iowa",16861,64656,45.3,109300,8.41,0.55,4.57,25.81
19085,"Harrison County, Iowa",14623,75830,42.0,152000,7.61,0.16,2.05,24.33
19087,"Henry County, Iowa",20436,62365,40.4,145200,11.31,2.56,5.35,25.44
19089,"Howard County, Iowa",9479,63947,39.5,125100,8.68,0.17,1.8,23.82
19091,"Humboldt County, Iowa",9606,66617,41.9,134300,13.34,0.37,5.05,25.8
19093,"Ida County, Iowa",6969,63125,42.8,108000,11.52,0.79,3.59,22.15
19095,"Iowa County, Iowa",16575,69787,42.2,175600,9.13,0.65,3.72,22.32
19097,"Jackson County, Iowa",19470,69709,44.4,162100,10.24,0.64,1.7,20.26
19099,"Jasper County, Iowa",37808,67784,41.0,163800,8.82,1.83,2.79,23.68
19101,"Jefferson County, Iowa",15785,52210,44.2,141500,13.97,4.82,3.6,34.57
19103,"Johnson County, Iowa",153360,72977,30.6,277800,16.88,7.4,5.92,40.86
19105,"Jones County, Iowa",20733,68781,43.4,165200,11.41,2.28,2.28,19.45
19107,"Keokuk County, Iowa",10026,60016,42.7,105500,12.21,0.6,2.17,21.52
19109,"Kossuth County, Iowa",14718,62553,45.1,118800,10.47,0.84,3.81,26.2
19111,"Lee County, Iowa",33442,58094,43.5,121000,12.77,2.86,3.74,24.31
19113,"Linn County, Iowa",229308,75457,38.2,188800,9.48,5.84,3.59,25.87
19115,"Louisa County, Iowa",10823,72500,42.2,125500,10.06,0.69,16.31,22.13
19117,"Lucas County, Iowa",8666,63405,42.9,111000,16.62,0.35,2.53,20.24
19119,"Lyon County, Iowa",12023,73735,38.3,190800,3.88,0.2,3.04,16.14
19121,"Madison County, Iowa",16609,88110,40.9,230500,6.14,1.28,2.41,17.58
19123,"Mahaska County, Iowa",22059,65200,39.6,135100,11.97,1.71,2.42,32.31
19125,"Marion County, Iowa",33487,74193,39.8,192300,7.69,0.56,2.19,22.9
19127,"Marshall County, Iowa",40049,70828,38.5,125900,11.17,2.11,24.26,26.5
19129,"Mills County, Iowa",14605,81907,42.7,225500,6.91,0.26,3.73,18.74
19131,"Mitchell County, Iowa",10537,66056,41.8,149200,6.7,0.56,1.77,20.44
19133,"Monona County, Iowa",8671,59897,45.9,108700,12.27,0.3,2.23,21.78
19135,"Monroe County, Iowa",7574,76324,41.5,128000,10.83,0.15,0.32,17.55
19137,"Montgomery County, Iowa",10285,61261,43.3,99300,14.49,0.45,1.04,29.13
19139,"Muscatine County, Iowa",42968,67427,38.6,159000,11.72,2.71,18.63,24.61
19141,"O'Brien County, Iowa",14138,65076,40.4,141900,12.14,1.39,5.75,23.98
19143,"Osceola County, Iowa",6149,67561,44.0,114800,12.64,0.94,8.85,24.14
19145,"Page County, Iowa",15225,58264,45.2,112400,13.43,1.54,3.68,29.88
19147,"Palo Alto County, Iowa",8938,67306,41.3,117000,10.69,2.05,3.65,23.88
19149,"Plymouth County, Iowa",25621,79963,40.9,199800,5.67,1.78,5.82,24.67
19151,"Pocahontas County, Iowa",7061,61434,45.4,90400,9.06,0.16,4.55,21.57
19153,"Polk County, Iowa",493378,78827,36.1,232000,10.33,7.3,8.91,32.95
19155,"Pottawattamie County, Iowa",93543,68718,39.7,169400,11.33,1.55,8.48,30.39
19157,"Poweshiek County, Iowa",18608,61192,40.7,173600,10.77,1.18,3.43,29.49
19159,"Ringgold County, Iowa",4690,67898,43.8,143100,8.25,0.13,2.9,22.18
19161,"Sac County, Iowa",9778,68778,45.2,119500,8.68,0.33,3.88,19.17
19163,"Scott County, Iowa",174315,72792,38.7,198000,11.9,7.03,7.27,30.9
19165,"Shelby County, Iowa",11737,70295,45.5,152900,8.79,0.92,3.25,24.0
19167,"Sioux County, Iowa",35815,81914,34.4,220700,6.08,0.5,11.41,20.8
19169,"Story County, Iowa",98573,66197,26.5,229100,19.63,2.37,3.81,44.3
19171,"Tama County, Iowa",17017,65483,41.0,129400,15.16,1.04,11.55,24.45
19173,"Taylor County, Iowa",5916,65926,44.1,104500,8.54,0.12,8.94,21.17
19175,"Union County, Iowa",12107,56495,40.0,113800,11.89,0.39,3.16,25.47
19177,"Van Buren County, Iowa",7207,58417,45.0,107700,11.1,0.42,1.64,16.61
19179,"Wapello County, Iowa",35292,56209,39.4,105800,17.44,3.21,11.53,33.68
19181,"Warren County, Iowa",52709,89741,38.5,234300,6.16,0.75,3.24,18.34
19183,"Washington County, Iowa",22534,71122,40.1,182400,7.49,0.4,7.02,28.42
19185,"Wayne County, Iowa",6484,58257,41.9,98700,13.32,0.29,1.8,20.15
19187,"Webster County, Iowa",36986,65335,39.8,130400,12.15,3.4,5.88,30.32
19189,"Winnebago County, Iowa",10704,62853,41.5,121700,7.75,0.81,5.36,24.63
19191,"Winneshiek County, Iowa",20050,67770,42.6,225400,8.93,0.81,2.42,23.56
19193,"Woodbury County, Iowa",105526,68399,35.9,158000,13.51,4.26,18.09,31.81
19195,"Worth County, Iowa",7417,69897,43.9,130600,7.37,1.04,3.25,22.7
19197,"Wright County, Iowa",12897,58240,41.5,105400,14.28,0.16,13.66,25.91
20001,"Allen County, Kansas",12554,55059,41.1,95700,15.19,1.74,4.13,27.2
20003,"Anderson County, Kansas",7799,67651,39.7,141700,13.17,0.99,2.62,21.71
20005,"Atchison County, Kansas",16309,55281,36.1,123400,14.48,3.69,3.26,29.81
20007,"Barber County, Kansas",4081,53774,42.8,83300,20.32,0.22,7.65,19.25
20009,"Barton County, Kansas",25477,54634,39.2,113200,14.47,1.09,15.91,32.64
20011,"Bourbon County, Kansas",14405,55826,38.1,95600,12.79,2.87,3.14,28.95
20013,"Brown County, Kansas",9486,55876,41.8,108700,14.49,0.93,5.66,27.43
20015,"Butler County, Kansas",67618,77724,38.2,181700,7.91,2.57,5.53,21.85
20017,"Chase County, Kansas",2570,52481,44.1,108300,8.76,0.51,6.65,27.42
20019,"Chautauqua County, Kansas",3389,51210,45.9,58400,17.58,0.91,4.49,18.67
20021,"Cherokee County, Kansas",19380,53382,42.4,91800,13.7,0.87,3.24,28.5
20023,"Cheyenne County, Kansas",2619,52730,43.0,114700,15.24,0.04,7.48,20.88
20025,"Clark County, Kansas",1977,58287,46.3,78500,11.74,0.0,7.18,26.27
20027,"Clay County, Kansas",8088,57765,43.1,136600,11.35,1.85,3.18,28.6
20029,"Cloud County, Kansas",9008,51197,38.8,91100,11.95,0.87,3.85,29.34
20031,"Coffey County, Kansas",8334,67645,43.9,131200,11.24,0.48,3.48,24.47
20033,"Comanche County, Kansas",1825,49754,46.8,63800,8.71,0.16,2.63,26.36
20035,"Cowley County, Kansas",34661,55726,38.1,104000,13.96,2.07,11.6,29.16
20037,"Crawford County, Kansas",39012,49779,32.9,114100,20.9,2.1,6.41,41.31
20039,"Decatur County, Kansas",2771,49412,50.6,76100,12.25,1.05,3.64,19.49
20041,"Dickinson County, Kansas",18492,62971,41.8,137000,8.84,1.2,5.29,24.83
20043,"Doniphan County, Kansas",7501,66358,41.9,116400,11.43,4.81,2.99,19.93
20045,"Douglas County, Kansas",119094,66153,30.7,259500,16.29,4.28,6.68,49.59
20047,"Edwards County, Kansas",2849,52750,43.8,65500,13.61,0.35,21.41,21.39
20049,"Elk County, Kansas",2453,50000,50.4,57100,14.82,0.08,4.73,22.28
20051,"Ellis County, Kansas",28921,59665,32.9,199100,15.29,1.32,6.43,38.66
20053,"Ellsworth County, Kansas",6374,59844,43.1,109400,8.75,3.22,6.15,18.57
20055,"Finney County, Kansas",38187,68481,31.9,183900,12.82,4.46,51.11,34.92
20057,"Ford County, Kansas",34212,67997,32.6,121500,11.87,2.48,56.48,35.67
20059,"Franklin County, Kansas",25968,68217,40.2,175500,8.34,0.64,4.62,26.57
20061,"Geary County, Kansas",36247,57992,26.6,162400,18.62,17.08,16.79,56.98
20063,"Gove County, Kansas",2758,59417,42.1,112800,6.39,0.76,2.32,21.83
20065,"Graham County, Kansas",2430,47071,47.2,87400,9.93,4.24,4.12,18.58
20067,"Grant County, Kansas",7336,84808,32.9,147800,5.34,0.12,49.5,23.72
20069,"Gray County, Kansas",5719,74500,36.1,162400,4.11,0.0,17.14,19.62
20071,"Greeley County, Kansas",1279,69948,40.6,115700,8.07,0.16,20.56,25.5
20073,"Greenwood County, Kansas",6001,51812,48.4,64900,15.28,0.5,4.3,20.43
20075,"Hamilton County, Kansas",2520,58750,35.4,116800,7.89,0.0,34.01,22.49
20077,"Harper County, Kansas",5457,53032,41.5,81000,15.53,0.15,7.11,26.4
20079,"Harvey County, Kansas",33959,70685,40.5,160100,9.69,1.6,12.59,28.55
20081,"Haskell County, Kansas",3735,66458,38.0,132500,9.01,0.35,31.78,23.86
20083,"Hodgeman County, Kansas",1770,63125,46.0,86100,8.79,0.11,6.67,18.73
20085,"Jackson County, Kansas",13274,70385,40.7,169100,7.92,1.05,5.39,22.79
20087,"Jefferson County, Kansas",18387,74562,43.2,193000,6.04,0.75,3.24,15.05
20089,"Jewell County, Kansas",2929,47109,51.1,58400,18.74,1.13,1.71,19.8
20091,"Johnson County, Kansas",610742,103644,38.1,343300,5.27,4.85,8.14,31.14
20093,"Kearny County, Kansas",3964,68750,34.9,143200,15.64,2.95,32.62,31.51
20095,"Kingman County, Kansas",7369,59640,43.6,97500,7.88,0.26,3.98,28.12
20097,"Kiowa County, Kansas",2445,70347,41.5,121600,5.18,0.74,5.6,24.6
20099,"Labette County, Kansas",20096,56143,40.6,94600,15.18,4.06,5.06,24.66
20101,"Lane County, Kansas",1528,52222,47.9,82300,9.0,0.46,12.24,22.32
20103,"Leavenworth County, Kansas",82050,84307,38.0,240800,10.09,7.5,7.41,32.13
20105,"Lincoln County, Kansas",2929,52540,44.6,94100,12.82,0.17,3.86,20.69
20107,"Linn County, Kansas",9696,56697,45.0,148200,11.5,0.96,3.04,18.45
20109,"Logan County, Kansas",2752,70382,39.9,116100,9.89,0.0,6.1,35.98
20111,"Lyon County, Kansas",32182,56415,32.9,136100,16.22,1.79,22.47,41.89
20113,"McPherson County, Kansas",30085,71250,39.8,180900,10.63,1.79,4.77,25.54
20115,"Marion County, Kansas",11867,60011,43.4,114700,8.77,1.1,3.96,18.75
20117,"Marshall County, Kansas",10014,64306,42.3,112300,10.55,0.74,3.01,17.97
20119,"Meade County, Kansas",4019,74063,37.7,137500,7.05,0.92,21.95,29.53
20121,"Miami County, Kansas",34312,85564,42.5,253100,6.97,1.16,3.59,20.63
20123,"Mitchell County, Kansas",5829,63008,41.9,100700,15.02,0.21,3.36,24.25
20125,"Montgomery County, Kansas",31448,51513,40.2,90200,16.9,4.89,7.4,27.42
20127,"Morris County, Kansas",5385,52866,46.5,111700,10.98,0.17,5.61,18.01
20129,"Morton County, Kansas",2688,57943,39.5,96000,13.19,0.93,23.92,26.84
20131,"Nemaha County, Kansas",10219,72788,40.0,174500,8.71,0.47,2.26,23.01
20133,"Neosho County, Kansas",15826,54894,40.3,99400,14.96,1.21,6.33,24.38
20135,"Ness County, Kansas",2677,64907,48.4,80400,10.52,0.3,13.71,18.97
20137,"Norton County, Kansas",5431,52710,40.4,109800,9.41,2.87,5.73,23.87
20139,"Osage County, Kansas",15787,66155,42.6,138400,11.15,0.37,3.6,21.46
20141,"Osborne County, Kansas",3493,58750,46.4,80600,13.42,0.49,2.61,24.19
20143,"Ottawa County, Kansas",5768,74551,42.3,157800,10.4,0.75,3.17,22.28
20145,"Pawnee County, Kansas",6288,54141,46.1,93800,11.88,5.69,7.51,38.31
20147,"Phillips County, Kansas",4960,57611,44.9,95400,16.43,1.27,3.51,27.38
20149,"Pottawatomie County, Kansas",25482,85241,35.8,221600,7.25,1.72,5.39,20.29
20151,"Pratt County, Kansas",9175,61685,37.6,111100,11.61,2.25,7.53,30.0
20153,"Rawlins County, Kansas",2544,61827,46.2,108500,10.92,0.55,7.74,31.07
20155,"Reno County, Kansas",61881,57390,40.5,119200,12.33,2.11,10.02,29.68
20157,"Republic County, Kansas",4686,54531,47.5,71000,10.12,1.24,2.39,27.6
20159,"Rice County, Kansas",9441,58523,39.0,87700,9.77,2.0,11.77,24.34
20161,"Riley County, Kansas",72105,56327,24.9,231000,22.73,6.37,8.52,55.95
20163,"Rooks County, Kansas",4925,60821,44.9,88200,4.63,1.75,2.58,24.59
20165,"Rush County, Kansas",2939,53523,46.4,74900,12.84,0.54,5.44,22.99
20167,"Russell County, Kansas",6702,49929,45.3,103500,17.5,0.82,4.39,23.84
20169,"Saline County, Kansas",54160,59887,39.9,161900,11.95,3.13,12.05,32.66
20171,"Scott County, Kansas",5128,53365,38.7,166100,7.61,0.0,21.1,38.54
20173,"Sedgwick County, Kansas",522700,65372,35.8,175700,13.66,8.05,15.48,37.46
20175,"Seward County, Kansas",21942,57131,30.5,126000,13.56,2.96,64.23,34.73
20177,"Shawnee County, Kansas",178625,63463,39.4,159900,12.87,8.03,13.2,33.14
20179,"Sheridan County, Kansas",2450,66719,42.5,134900,7.72,0.12,5.96,26.36
20181,"Sherman County, Kansas",5940,61404,38.0,123900,10.49,1.9,12.78,34.87
20183,"Smith County, Kansas",3561,50943,50.0,83900,7.32,0.59,2.67,16.09
20185,"Stafford County, Kansas",4054,60000,42.2,96100,11.05,0.27,13.39,19.75
20187,"Stanton County, Kansas",2060,66000,39.6,74000,13.2,0.0,42.57,20.27
20189,"Stevens County, Kansas",5275,67950,36.3,133800,15.82,0.38,38.14,30.15
20191,"Sumner County, Kansas",22517,59397,42.0,116400,11.58,1.0,5.89,25.63
20193,"Thomas County, Kansas",7907,72417,35.2,165300,6.56,0.91,7.63,27.64
20195,"Trego County, Kansas",2798,77500,47.8,114900,7.29,0.07,0.82,17.97
20197,"Wabaunsee County, Kansas",6922,70000,43.7,169600,5.93,1.01,4.94,18.09
20199,"Wallace County, Kansas",1489,57708,43.1,96200,15.55,0.67,6.78,29.56
20201,"Washington County, Kansas",5529,59432,44.9,106100,9.93,0.18,4.38,23.17
20203,"Wichita County, Kansas",2131,69551,43.1,96700,14.94,0.7,24.92,15.68
20205,"Wilson County, Kansas",8667,55439,42.4,91700,16.29,0.21,3.76,27.43
20207,"Woodson County, Kansas",3134,50670,46.6,85300,13.26,0.06,0.86,18.14
20209,"Wyandotte County, Kansas",167989,57771,34.3,139800,16.84,20.52,30.2,39.47
21001,"Adair County, Kentucky",18887,49690,40.3,126900,19.78,1.63,2.48,23.53
21003,"Allen County, Kentucky",20773,57159,40.5,160200,16.52,0.8,2.42,23.06
21005,"Anderson County, Kentucky",23839,69885,41.9,198800,13.37,3.05,2.16,21.18
21007,"Ballard County, Kentucky",7742,57111,44.7,102000,14.3,3.89,1.61,19.6
21009,"Barren County, Kentucky",44511,48141,40.2,156800,21.1,3.49,3.61,33.75
21011,"Bath County, Kentucky",12739,51471,39.5,101300,23.13,1.7,1.79,27.73
