pwsid,violation_id,facility_id,population_served_count,npm_candidate,pws_activity_code,pws_deactivation_date,primary_source_code,pop_cat_5_code,primacy_agency_code,epa_region,pws_type_code,violation_code,violation_category_code,is_health_based_ind,contaminant_code,compliance_status_code,viol_measure,unit_of_measure,state_mcl,is_major_viol_ind,severity_ind_cnt,compl_per_begin_date,compl_per_end_date,latest_enforcement_id,rtc_enforcement_id,rtc_date,public_notification_tier,originator_code,sample_result_id,corrective_action_id,rule_code,rule_group_code,rule_family_code
AK2331079,4289493,1.0,24,N,N,2021-06-30 00:00:00,SWP,1,AK,10,NTNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1992-06-01 00:00:00,1993-05-31 00:00:00,,,2021-06-30 00:00:00,3,S,,,500,500,500
AK2360010,174780,,152,N,I,2021-06-24 00:00:00,GU,1,AK,10,CWS,3,MR,N,1030,I,0.0,,0.0,,,1979-10-01 00:00:00,1979-10-31 00:00:00,,,2021-06-24 00:00:00,3,S,,,500,500,500
AK2370829,175580,,83,N,N,2016-08-01 00:00:00,GW,1,AK,10,TNCWS,3,MR,N,1030,I,0.0,,0.0,,,1979-10-01 00:00:00,1979-10-31 00:00:00,,,2016-08-01 00:00:00,3,S,,,500,500,500
AK2371778,3129489,,20,N,N,2018-03-07 00:00:00,GW,1,AK,10,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1985-06-30 00:00:00,1989-06-30 00:00:00,,,2018-03-07 00:00:00,3,S,,,500,500,500
AL0000017,39023,2534.0,45444,N,A,,SWP,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0000017,39023,2534.0,45444,N,A,,SWP,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,88128.0,88129.0,2023-01-17 00:00:00,3,S,,,500,500,500
AL0000017,39023,2534.0,45444,Y,A,,SWP,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,88128.0,88129.0,2023-01-17 00:00:00,3,S,,,500,500,500
AL0000017,39023,2534.0,46614,N,A,,SWP,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0000021,53424,2536.0,600,N,A,,GW,2,AL,4,NTNCWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0000021,53424,2536.0,600,Y,A,,GW,2,AL,4,NTNCWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,87901.0,,,3,S,,,500,500,500
AL0000021,53424,2536.0,600,Y,A,,GW,2,AL,4,NTNCWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0000021,53424,2536.0,600,Y,A,,GW,2,AL,4,NTNCWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,87905.0,87905.0,2023-04-06 00:00:00,3,S,,,500,500,500
AL0000061,43390,,10905,N,A,,GW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2017-01-01 00:00:00,2019-12-31 00:00:00,26825.0,26825.0,2020-10-27 00:00:00,3,S,,,500,500,500
AL0000061,43390,,13242,N,A,,GW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2017-01-01 00:00:00,2019-12-31 00:00:00,26825.0,26825.0,2020-10-27 00:00:00,3,S,,,500,500,500
AL0000068,87013,2590.0,9264,Y,A,,SWP,3,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,102214.0,102214.0,2023-01-17 00:00:00,3,S,,,500,500,500
AL0000068,87013,2590.0,10161,N,A,,SWP,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,102214.0,102214.0,2023-01-17 00:00:00,3,S,,,500,500,500
AL0000082,99513,2606.0,2064,N,A,,GW,2,AL,4,CWS,1,MCL,Y,1030,K,0.076,MG/L,0.015,,,2020-10-01 00:00:00,2020-12-31 00:00:00,63430.0,,,2,S,,,500,500,500
AL0000082,99513,2606.0,2064,N,A,,GW,2,AL,4,CWS,1,MCL,Y,1030,R,0.076,MG/L,0.015,,,2020-10-01 00:00:00,2020-12-31 00:00:00,63430.0,63441.0,2021-02-06 00:00:00,2,S,,,500,500,500
AL0000188,19036,,7050,N,A,,SW,3,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,55328.0,55328.0,2023-10-10 00:00:00,3,S,,,500,500,500
AL0000188,19036,,7050,N,A,,SW,3,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,55328.0,55328.0,2023-10-10 00:00:00,3,S,,,500,500,500
AL0000188,19036,,7050,Y,A,,SW,3,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,55326.0,,,3,S,,,500,500,500
AL0000188,19036,,7050,Y,A,,SW,3,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0000296,112305,9973.0,48000,N,A,,GW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2014-01-01 00:00:00,2016-12-31 00:00:00,142005.0,142005.0,2017-06-27 00:00:00,3,S,,,500,500,500
AL0000311,101600,,1992,N,A,,SW,2,AL,4,CWS,3,MR,N,1030,R,,,,N,,2020-06-01 00:00:00,2020-09-30 00:00:00,135505.0,135505.0,2020-10-15 00:00:00,3,S,,,500,500,500
AL0000314,89646,,13395,N,A,,SW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2021-01-01 00:00:00,2021-12-31 00:00:00,90908.0,90909.0,2022-01-12 00:00:00,3,S,,,500,500,500
AL0000319,65218,2783.0,1203,N,A,,GW,2,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,30533.0,30533.0,2023-12-20 00:00:00,3,S,,,500,500,500
AL0000319,65218,2783.0,1203,Y,A,,GW,2,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,30531.0,,,3,S,,,500,500,500
AL0000319,65218,2783.0,1203,Y,A,,GW,2,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0000331,33,,14400,N,A,,SW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2021-01-01 00:00:00,2021-12-31 00:00:00,14.0,14.0,2022-01-13 00:00:00,3,S,,,500,500,500
AL0000356,19448,2800.0,15114,N,A,,GW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2023-01-11 00:00:00,2023-05-18 00:00:00,47325.0,47325.0,2023-05-18 00:00:00,3,S,,,500,500,500
AL0000356,19448,2800.0,15114,Y,A,,GW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,47323.0,,,3,S,,,500,500,500
AL0000356,19448,2800.0,15114,Y,A,,GW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2023-01-11 00:00:00,2023-05-18 00:00:00,47322.0,,,3,S,,,500,500,500
AL0000356,19448,2800.0,15114,Y,A,,GW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2023-01-11 00:00:00,2023-05-18 00:00:00,47325.0,47325.0,2023-05-18 00:00:00,3,S,,,500,500,500
AL0000356,19448,2800.0,15252,N,A,,GW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2023-01-11 00:00:00,2023-05-18 00:00:00,47325.0,47325.0,2023-05-18 00:00:00,3,S,,,500,500,500
AL0000415,65,10623.0,7779,N,A,,GW,3,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,16.0,16.0,2023-06-20 00:00:00,3,S,,,500,500,500
AL0000415,65,10623.0,7779,Y,A,,GW,3,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,12.0,,,3,S,,,500,500,500
AL0000415,65,10623.0,7779,Y,A,,GW,3,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,16.0,16.0,2023-06-20 00:00:00,3,S,,,500,500,500
AL0000508,82811,,1998,N,A,,SWP,2,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0000508,82811,,1998,Y,A,,SWP,2,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0000577,130265,2940.0,44637,N,A,,SW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,130112.0,130112.0,2023-06-26 00:00:00,3,S,,,500,500,500
AL0000577,130265,2940.0,44637,Y,A,,SW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0000607,67650,,6048,N,A,,GU,3,AL,4,CWS,3,MR,N,1030,R,,,,N,,2020-06-01 00:00:00,2020-09-30 00:00:00,28927.0,28927.0,2021-04-14 00:00:00,3,S,,,500,500,500
AL0000728,70500,3063.0,35259,N,A,,SW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2023-01-11 00:00:00,2023-05-09 00:00:00,88900.0,88900.0,2023-05-09 00:00:00,3,S,,,500,500,500
AL0000728,70500,3063.0,35259,Y,A,,SW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2023-01-11 00:00:00,2023-05-09 00:00:00,88899.0,,,3,S,,,500,500,500
AL0000728,70500,3063.0,35259,Y,A,,SW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2023-01-11 00:00:00,2023-05-09 00:00:00,88900.0,88900.0,2023-05-09 00:00:00,3,S,,,500,500,500
AL0000732,15448,3066.0,3969,N,A,,GW,3,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,39413.0,39413.0,2023-12-28 00:00:00,3,S,,,500,500,500
AL0000732,15448,3066.0,3969,Y,A,,GW,3,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,39411.0,,,3,S,,,500,500,500
AL0000732,15448,3066.0,3969,Y,A,,GW,3,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0000732,15448,3066.0,4101,N,A,,GW,3,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,39413.0,39413.0,2023-12-28 00:00:00,3,S,,,500,500,500
AL0000772,101201,,2643,N,A,,GW,2,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0000772,101201,,2643,Y,A,,GW,2,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,111099.0,,,3,S,,,500,500,500
AL0000820,27,3120.0,31695,N,A,,SW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0000820,27,3120.0,31695,N,A,,SW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,215.0,215.0,2023-06-28 00:00:00,3,S,,,500,500,500
AL0000820,27,3120.0,31695,Y,A,,SW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0000858,108910,,1200,N,A,,GW,2,AL,4,CWS,3,MR,N,1030,R,,,,N,,2020-06-01 00:00:00,2020-09-30 00:00:00,143521.0,143521.0,2020-10-14 00:00:00,3,S,,,500,500,500
AL0000867,40367,,6951,N,A,,SWP,3,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,94536.0,94532.0,2023-04-03 00:00:00,3,S,,,500,500,500
AL0000867,40367,,6951,Y,A,,SWP,3,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,94532.0,94532.0,2023-04-03 00:00:00,3,S,,,500,500,500
AL0000908,39442,3172.0,10530,N,A,,GW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,41116.0,,,3,S,,,500,500,500
AL0000908,39442,3172.0,10530,N,A,,GW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,41116.0,41120.0,2023-01-27 00:00:00,3,S,,,500,500,500
AL0000908,39442,3172.0,10530,Y,A,,GW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,41116.0,,,3,S,,,500,500,500
AL0000926,70401,3182.0,10500,N,A,,SW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,20605.0,20605.0,2023-12-20 00:00:00,3,S,,,500,500,500
AL0000926,70401,3182.0,10500,Y,A,,SW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0000940,49610,3191.0,16632,N,A,,GW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,17612.0,17612.0,2023-05-24 00:00:00,3,S,,,500,500,500
AL0000940,49610,3191.0,16632,Y,A,,GW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,17607.0,,,3,S,,,500,500,500
AL0000940,49610,3191.0,16632,Y,A,,GW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,17612.0,17612.0,2023-05-24 00:00:00,3,S,,,500,500,500
AL0000967,1730,,39249,N,A,,GW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0000967,1730,,39249,Y,A,,GW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,27419.0,,,3,S,,,500,500,500
AL0000983,8,,11100,N,A,,GW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,10.0,10.0,2023-04-10 00:00:00,3,S,,,500,500,500
AL0000983,8,,11100,N,A,,GW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2023-01-11 00:00:00,2023-10-03 00:00:00,10.0,10.0,2023-10-03 00:00:00,3,S,,,500,500,500
AL0000983,8,,11100,Y,A,,GW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,5.0,,,3,S,,,500,500,500
AL0000983,8,,11100,Y,A,,GW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0000983,8,,11100,Y,A,,GW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2023-01-11 00:00:00,2023-10-03 00:00:00,10.0,10.0,2023-10-03 00:00:00,3,S,,,500,500,500
AL0001004,45106,,651,N,I,2022-11-29 00:00:00,GW,2,AL,4,CWS,3,MR,N,1030,I,,,,Y,,2002-01-01 00:00:00,2004-12-31 00:00:00,,,2022-11-29 00:00:00,3,S,,,500,500,500
AL0001092,131,3291.0,30000,N,A,,SW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,314.0,314.0,2023-12-29 00:00:00,3,S,,,500,500,500
AL0001092,131,3291.0,30000,Y,A,,SW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0001102,90904,,5655,N,A,,GW,3,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,71904.0,,,3,S,,,500,500,500
AL0001102,90904,,5655,N,A,,GW,3,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,71906.0,71906.0,2023-12-29 00:00:00,3,S,,,500,500,500
AL0001102,90904,,5655,N,A,,GW,3,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,71912.0,71912.0,2025-05-08 00:00:00,3,S,,,500,500,500
AL0001102,90904,,5655,Y,A,,GW,3,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,71901.0,,,3,S,,,500,500,500
AL0001102,90904,,5655,Y,A,,GW,3,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0001106,113579,,14364,N,A,,GW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0001106,113579,,14364,N,A,,GW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,139715.0,139715.0,2025-04-04 00:00:00,3,S,,,500,500,500
AL0001106,113579,,14364,Y,A,,GW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0001107,115126,3309.0,2376,N,A,,GW,2,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,103918.0,103920.0,2023-04-03 00:00:00,3,S,,,500,500,500
AL0001107,115126,3309.0,2376,N,A,,GW,2,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,103920.0,103920.0,2023-12-29 00:00:00,3,S,,,500,500,500
AL0001107,115126,3309.0,2376,Y,A,,GW,2,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,103913.0,,,3,S,,,500,500,500
AL0001145,39102,,16800,N,A,,SWP,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0001145,39102,,16800,Y,A,,SWP,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,43396.0,,,3,S,,,500,500,500
AL0001145,39102,,16800,Y,A,,SWP,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0001145,39102,,16923,N,A,,SWP,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0001367,6,,501,N,I,2021-09-01 00:00:00,GWP,2,AL,4,CWS,3,MR,N,1030,R,,,,N,,2020-06-01 00:00:00,2020-09-30 00:00:00,7.0,7.0,2020-10-14 00:00:00,3,S,,,500,500,500
AL0001374,36701,3467.0,4170,N,A,,GW,3,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0001374,36701,3467.0,4170,Y,A,,GW,3,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,87707.0,,,3,S,,,500,500,500
AL0001374,36701,3467.0,4170,Y,A,,GW,3,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0001391,114710,,390,N,A,,GW,1,AL,4,CWS,3,MR,N,1030,R,,,,N,,2020-10-11 00:00:00,2021-01-21 00:00:00,141014.0,141014.0,2021-01-21 00:00:00,3,S,,,500,500,500
AL0001420,36735,,3600,Y,A,,GW,3,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,67712.0,67713.0,2023-01-27 00:00:00,3,S,,,500,500,500
AL0001420,36735,,3903,N,A,,GW,3,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,67712.0,67713.0,2023-01-27 00:00:00,3,S,,,500,500,500
AL0001420,36735,,3903,Y,A,,GW,3,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,67712.0,67713.0,2023-01-27 00:00:00,3,S,,,500,500,500
AL0001422,95176,,47058,N,A,,SW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,96433.0,96433.0,2023-09-18 00:00:00,3,S,,,500,500,500
AL0001422,95176,,47058,Y,A,,SW,4,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0001422,95176,,47058,Y,A,,SW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,96433.0,96433.0,2023-09-18 00:00:00,3,S,,,500,500,500
AL0001422,95176,,47070,N,A,,SW,4,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2022-01-01 00:00:00,2022-12-31 00:00:00,96433.0,96433.0,2023-09-18 00:00:00,3,S,,,500,500,500
AL0001428,91822,3492.0,1137,N,A,,GWP,2,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0001428,91822,3492.0,1137,Y,A,,GW,2,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,100524.0,,,3,S,,,500,500,500
AL0001433,44429,,350,N,A,,SW,1,AL,4,NTNCWS,3,MR,N,1030,R,,,,Y,,2021-01-01 00:00:00,2021-12-31 00:00:00,80126.0,80126.0,2022-01-13 00:00:00,3,S,,,500,500,500
AL0001750,25,,4755,N,A,,GW,3,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,9.0,9.0,2023-06-08 00:00:00,3,S,,,500,500,500
AL0001750,25,,4755,Y,A,,GW,3,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,,,,3,S,,,500,500,500
AL0001750,25,,4755,Y,A,,GW,3,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,9.0,9.0,2023-06-08 00:00:00,3,S,,,500,500,500
AL0001750,25,,5106,N,A,,GW,3,AL,4,CWS,3,MR,N,1030,R,,,,Y,,2020-01-01 00:00:00,2022-12-31 00:00:00,9.0,9.0,2023-06-08 00:00:00,3,S,,,500,500,500
AL0001764,28589,10700.0,1749,Y,A,,SWP,2,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2022-01-01 00:00:00,2024-12-31 00:00:00,27974.0,,,3,S,,,500,500,500
AL0001764,28589,10700.0,1749,Y,A,,SWP,2,AL,4,CWS,3,MR,N,1030,K,,,,Y,,2022-01-01 00:00:00,2024-12-31 00:00:00,,,,3,S,,,500,500,500
AZ0401009,2796291,,76,N,N,2017-11-06 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-04-30 00:00:00,1991-04-29 00:00:00,,,2017-11-06 00:00:00,3,S,,,500,500,500
AZ0401009,85682,,76,N,N,2017-11-06 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1979-06-24 00:00:00,1982-06-23 00:00:00,,,2017-11-06 00:00:00,3,S,,,500,500,500
AZ0401025,7491,,0,N,N,2025-06-10 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-08-31 00:00:00,1991-08-30 00:00:00,,,2025-06-10 00:00:00,3,S,,,500,500,500
AZ0401025,7491,,80,N,N,2025-06-10 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-08-31 00:00:00,1991-08-30 00:00:00,,,2025-06-10 00:00:00,3,S,,,500,500,500
AZ0401316,34691,,350,N,N,2020-04-21 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-09-30 00:00:00,1991-09-29 00:00:00,,,2020-04-21 00:00:00,3,S,,,500,500,500
AZ0401316,90782,,350,N,N,2020-04-21 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1979-06-24 00:00:00,1982-06-23 00:00:00,,,2020-04-21 00:00:00,3,S,,,500,500,500
AZ0401320,48488,,0,N,N,2016-02-18 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-04-01 00:00:00,1988-06-30 00:00:00,,,2016-02-18 00:00:00,3,S,,,500,500,500
AZ0401320,85592,,0,N,N,2016-02-18 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-04-30 00:00:00,1992-04-29 00:00:00,,,2016-02-18 00:00:00,3,S,,,500,500,500
AZ0401368,4737493,,50,N,N,2021-11-19 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-12-31 00:00:00,1992-12-30 00:00:00,,,2021-11-19 00:00:00,3,S,,,500,500,500
AZ0402100,2906392,,33,N,N,2022-12-16 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-01-31 00:00:00,1992-01-30 00:00:00,,,2022-12-16 00:00:00,3,S,,,500,500,500
AZ0402328,135188,,0,N,N,2018-06-11 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1987-07-01 00:00:00,1987-09-30 00:00:00,,,2018-06-11 00:00:00,3,S,,,500,500,500
AZ0402328,137191,,0,N,N,2018-06-11 00:00:00,GW,1,AZ,9,TNCWS,3,MR,N,1030,I,0.0,,0.0,Y,,1988-01-31 00:00:00,1991-01-30 00:00:00,,,2018-06-11 00:00:00,3,S,,,500,500,500
AZ0404018,139682,,0,N,N,2016-06-28 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1979-06-24 00:00:00,1982-06-23 00:00:00,,,2016-06-28 00:00:00,3,S,,,500,500,500
AZ0404018,3223089,,0,N,N,2016-06-28 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-01-01 00:00:00,1989-03-31 00:00:00,,,2016-06-28 00:00:00,3,S,,,500,500,500
AZ0404018,4402492,,0,N,N,2016-06-28 00:00:00,GW,1,AZ,9,CWS,3,MR,N,1030,I,0.0,,0.0,Y,,1989-04-30 00:00:00,1992-04-29 00:00:00,,,2016-06-28 00:00:00,3,S,,,500,500,500
